epoch,step,train_loss
0,49,4765.3388671875
0,99,287.40106201171875
0,149,0.051713284105062485
0,199,0.5406689643859863
0,249,2.06559681892395
0,299,45.52647018432617
0,349,0.030070511624217033
0,399,0.0034884330816566944
0,449,6.915652193129063e-07
0,499,3.2741809263825417e-07
1,549,0.0016904273070394993
1,599,0.0037327446043491364
1,649,0.02761441096663475
1,699,0.23295359313488007
1,749,0.6502473950386047
1,799,0.0023223792668431997
1,849,3.6964192986488342e-06
1,899,4.3050386011600494e-07
1,949,1.4901161193847656e-08
1,999,7.043126970529556e-09
2,1049,0.11223971843719482
2,1099,0.0012045144103467464
2,1149,0.014664620161056519
2,1199,0.15830741822719574
2,1249,0.5606602430343628
2,1299,0.00015276018530130386
2,1349,3.19607206620276e-05
2,1399,6.417394615709782e-09
2,1449,3.725290298461914e-09
2,1499,2.852175384759903e-09
3,1549,0.07641255855560303
3,1599,0.002684007165953517
3,1649,0.008726945146918297
3,1699,0.11149206012487411
3,1749,0.4634680449962616
3,1799,0.0012797955423593521
3,1849,4.322282620705664e-06
3,1899,1.8581340555101633e-07
3,1949,5.820766091346741e-09
3,1999,5.238689482212067e-10
4,2049,0.035019055008888245
4,2099,5.794005119241774e-06
4,2149,0.004984701052308083
4,2199,0.07942590862512589
4,2249,0.3662503659725189
4,2299,0.0002587779890745878
4,2349,1.2238160707056522e-06
4,2399,2.459273673593998e-09
4,2449,2.852175384759903e-09
4,2499,2.0954757928848267e-09
5,2549,0.19466440379619598
5,2599,0.001777790137566626
5,2649,0.0031939158216118813
5,2699,0.05692439153790474
5,2749,0.2730979919433594
5,2799,0.0001481281651649624
5,2849,5.082707502879202e-06
5,2899,1.3984390534460545e-08
5,2949,0.0
5,2999,2.0954757928848267e-09
6,3049,0.013264898210763931
6,3099,1.109043660108e-05
6,3149,0.0022098005283623934
