epoch,step,train_loss
0,49,inf
0,99,inf
1,149,inf
1,199,inf
2,249,inf
2,299,inf
3,349,inf
3,399,inf
4,449,inf
4,499,inf
5,549,inf
5,599,inf
6,649,inf
6,699,inf
7,749,inf
7,799,inf
8,849,inf
8,899,inf
9,949,inf
9,999,inf
10,1049,inf
10,1099,inf
11,1149,inf
11,1199,inf
12,1249,inf
12,1299,inf
13,1349,inf
13,1399,inf
14,1449,inf
14,1499,inf
15,1549,inf
15,1599,inf
16,1649,inf
16,1699,inf
17,1749,inf
17,1799,inf
18,1849,inf
18,1899,inf
19,1949,inf
19,1999,inf
20,2049,inf
20,2099,inf
21,2149,inf
21,2199,inf
22,2249,inf
22,2299,inf
23,2349,inf
23,2399,inf
24,2449,inf
24,2499,inf
25,2549,inf
